# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  162       6.251451953730e-10       1.335884565695e-13      -5.875527257830e-12       1.177994546400e-15       2.841413555591e-12       5.340308593444e-13      -3.233267207497e-15 
  163       6.290347131281e-10       1.323693858458e-13      -5.838812279721e-12       1.194146937197e-15       2.790718612421e-12       5.263585630486e-13      -3.166828076679e-15 
  164       6.328829789998e-10       1.311164714845e-13      -5.798554510420e-12       1.210437745218e-15       2.741115130008e-12       5.188136154235e-13      -3.100663346171e-15 
  165       6.366889360401e-10       1.298321100052e-13      -5.754735337344e-12       1.226867008288e-15       2.692601094683e-12       5.113971867112e-13      -3.034807635758e-15 
  166       6.404515106044e-10       1.285188101793e-13      -5.707338172906e-12       1.243434735646e-15       2.645171362537e-12       5.041100778000e-13      -2.969294889673e-15 
  167       6.441696120641e-10       1.271791945447e-13      -5.656348493736e-12       1.260140907441e-15       2.598817592371e-12       4.969527117438e-13      -2.904158348800e-15 
  168       6.478421325198e-10       1.258160009192e-13      -5.601753879909e-12       1.276985474247e-15       2.553528178644e-12       4.899251252813e-13      -2.839430522866e-15 
  169       6.514679465138e-10       1.244320839151e-13      -5.543544054167e-12       1.293968356559e-15       2.509288184423e-12       4.830269603545e-13      -2.775143162644e-15 
  170       6.550459107431e-10       1.230304164527e-13      -5.481710921144e-12       1.311089444303e-15       2.466079274325e-12       4.762574556284e-13      -2.711327232149e-15 
  171       6.585748637722e-10       1.216140912751e-13      -5.416248606589e-12       1.328348596336e-15       2.423879647472e-12       4.696154380100e-13      -2.648012880838e-15 
  172       6.620536257460e-10       1.201863224616e-13      -5.347153496593e-12       1.345745639955e-15       2.382663970433e-12       4.630993141671e-13      -2.585229415803e-15 
  173       6.654809981026e-10       1.187504469417e-13      -5.274424276809e-12       1.363280370401e-15       2.342403310179e-12       4.567070620477e-13      -2.523005273977e-15 
  174       6.688557632860e-10       1.173099260100e-13      -5.198061971681e-12       1.380952550361e-15       2.303065067023e-12       4.504362223990e-13      -2.461367994323e-15 
  175       6.721766844592e-10       1.158683468392e-13      -5.118069983667e-12       1.398761909474e-15       2.264612907574e-12       4.442838902866e-13      -2.400344190041e-15 
  176       6.754425052168e-10       1.144294239948e-13      -5.034454132459e-12       1.416708143836e-15       2.227006697683e-12       4.382467066135e-13      -2.339959520758e-15 
  177       6.786519492982e-10       1.129970009491e-13      -4.947222694215e-12       1.434790915504e-15       2.190202435390e-12       4.323208496390e-13      -2.280238664733e-15 
  178       6.818037202998e-10       1.115750515949e-13      -4.856386440775e-12       1.453009852002e-15       2.154152183875e-12       4.265020264985e-13      -2.221205291050e-15 
  179       6.848965013887e-10       1.101676817600e-13      -4.761958678892e-12       1.471364545824e-15       2.118804004403e-12       4.207854647217e-13      -2.162882031818e-15 
  180       6.879290428329e-10       1.087789828197e-13      -4.663953915480e-12       1.489854514559e-15       2.084112361988e-12       4.151669096661e-13      -2.105285877037e-15 
  181       6.909004329758e-10       1.074125763609e-13      -4.562383652792e-12       1.508479078754e-15       2.050070407399e-12       4.096457231919e-13      -2.048414007925e-15 
  182       6.938098483001e-10       1.060720361473e-13      -4.457260333555e-12       1.527237473371e-15       2.016680138406e-12       4.042220155823e-13      -1.992256781494e-15 
  183       6.966564675809e-10       1.047610337308e-13      -4.348598718826e-12       1.546128885655e-15       1.983942129383e-12       3.988956570224e-13      -1.936802162351e-15 
  184       6.994394719225e-10       1.034833394206e-13      -4.236415922154e-12       1.565152454495e-15       1.951855502833e-12       3.936662728233e-13      -1.882035678032e-15 
  185       7.021580447943e-10       1.022428232525e-13      -4.120731443747e-12       1.584307269786e-15       1.920417900906e-12       3.885332386462e-13      -1.827940374342e-15 
  186       7.048113720673e-10       1.010434559581e-13      -4.001567204632e-12       1.603592371782e-15       1.889625456923e-12       3.834956757266e-13      -1.774496770695e-15 
  187       7.073986420502e-10       9.988930993437e-14      -3.878947580822e-12       1.623006750465e-15       1.859472766897e-12       3.785524460983e-13      -1.721682815451e-15 
  188       7.099190455259e-10       9.878456021282e-14      -3.752899437476e-12       1.642549344897e-15       1.829952861053e-12       3.737021478177e-13      -1.669473841254e-15 
  189       7.123717757878e-10       9.773348542867e-14      -3.623452163065e-12       1.662219042581e-15       1.801057175353e-12       3.689431101879e-13      -1.617842520375e-15 
  190       7.147560286758e-10       9.674046879030e-14      -3.490637703536e-12       1.682014678824e-15       1.772775523013e-12       3.642733889825e-13      -1.566758820045e-15 
  191       7.170710026130e-10       9.580999904848e-14      -3.354490596473e-12       1.701935036094e-15       1.745096066029e-12       3.596907616702e-13      -1.516189957797e-15 
  192       7.193158986418e-10       9.494667146571e-14      -3.215048005265e-12       1.721978843377e-15       1.718005286696e-12       3.551927226387e-13      -1.466100356802e-15 
  193       7.214899204600e-10       9.415518878545e-14      -3.072349753264e-12       1.742144775542e-15       1.691487959130e-12       3.507764784188e-13      -1.416451601213e-15 
  194       7.235922744576e-10       9.344036220151e-14      -2.926438357952e-12       1.762431452699e-15       1.665527120789e-12       3.464389429086e-13      -1.367202391497e-15 
  195       7.256221697525e-10       9.280711232725e-14      -2.777359065106e-12       1.782837439554e-15       1.640104043996e-12       3.421767325976e-13      -1.318308499777e-15 
  196       7.275788182273e-10       9.226047016496e-14      -2.625159882958e-12       1.803361244776e-15       1.615198207462e-12       3.379861617909e-13      -1.269722725173e-15 
  197       7.294614345652e-10       9.180557807509e-14      -2.469891616360e-12       1.824001320348e-15       1.590787267802e-12       3.338632378331e-13      -1.221394849134e-15 
  198       7.312692362866e-10       9.144769074561e-14      -2.311607900950e-12       1.844756060937e-15       1.566847031062e-12       3.298036563327e-13      -1.173271590785e-15 
  199       7.330014437853e-10       9.119217616125e-14      -2.150365237311e-12       1.865623803243e-15       1.543351424238e-12       3.258027963861e-13      -1.125296562257e-15 
  200       7.346572803648e-10       9.104451657284e-14      -1.986223025139e-12       1.886602825366e-15       1.520272466798e-12       3.218557158019e-13      -1.077410224032e-15 
  201       7.362360295816e-10       9.101004630853e-14      -1.819240504678e-12       1.907691375671e-15       1.497585752267e-12       3.179580830174e-13      -1.029563726810e-15 
  202       7.377372117656e-10       9.109314232117e-14      -1.649467266528e-12       1.928887763031e-15       1.475287388541e-12       3.141090569646e-13      -9.817616318275e-16 
  203       7.391604201935e-10       9.129797762281e-14      -1.476952129035e-12       1.950190271802e-15       1.453378214126e-12       3.103086039461e-13      -9.340221595229e-16 
  204       7.405052651193e-10       9.162877943618e-14      -1.301746194955e-12       1.971597132345e-15       1.431858384721e-12       3.065565774362e-13      -8.863635736822e-16 
  205       7.417713739801e-10       9.208982938623e-14      -1.123902876473e-12       1.993106520474e-15       1.410727361026e-12       3.028527160743e-13      -8.388041778203e-16 
  206       7.429583916014e-10       9.268546369166e-14      -9.434779202289e-13       2.014716556899e-15       1.389983896546e-12       2.991966416568e-13      -7.913623115615e-16 
  207       7.440659804031e-10       9.342007335644e-14      -7.605294323385e-13       2.036425306679e-15       1.369626025399e-12       2.955878571302e-13      -7.440563470200e-16 
  208       7.450938206052e-10       9.429810436133e-14      -5.751179034172e-13       2.058230778663e-15       1.349651050126e-12       2.920257445831e-13      -6.969046851803e-16 
  209       7.460416104332e-10       9.532405785544e-14      -3.873062336030e-13       2.080130924937e-15       1.330055529491e-12       2.885095632392e-13      -6.499257522782e-16 
  210       7.469090663239e-10       9.650249034771e-14      -1.971597575795e-13       2.102123640278e-15       1.310835266292e-12       2.850384474496e-13      -6.031379961808e-16 
  211       7.476959231312e-10       9.783801389849e-14      -4.746269598823e-15       2.124206761590e-15       1.291985295168e-12       2.816114046853e-13      -5.565598827673e-16 
  212       7.484019343315e-10       9.933529631104e-14       1.898639514953e-13       2.146378067359e-15       1.273499870404e-12       2.782273135300e-13      -5.102098923099e-16 
  213       7.490268722297e-10       1.009990613231e-13       3.865981172447e-13       2.168635277097e-15       1.255372453738e-12       2.748849216722e-13      -4.641065158534e-16 
  214       7.495705281645e-10       1.028340887982e-13       5.853809045535e-13       2.190976050789e-15       1.237595702167e-12       2.715828438983e-13      -4.182682515970e-16 
  215       7.500327127142e-10       1.048452149177e-13       7.861344306654e-13       2.213397988339e-15       1.220161455757e-12       2.683195600847e-13      -3.727136012737e-16 
  216       7.504132559028e-10       1.070373323716e-13       9.887782281405e-13       2.235898629017e-15       1.203060725445e-12       2.650934131905e-13      -3.274610665315e-16 
  217       7.507120074048e-10       1.094153905509e-13       1.193229219832e-12       2.258475450908e-15       1.186283680848e-12       2.619026072501e-13      -2.825291453139e-16 
  218       7.509288367518e-10       1.119843957382e-13       1.399401693865e-12       2.281125870356e-15       1.169819638071e-12       2.587452053656e-13      -2.379363282403e-16 
  219       7.510636335374e-10       1.147494113001e-13       1.607207278610e-12       2.303847241411e-15       1.153657047511e-12       2.556191276996e-13      -1.937010949864e-16 
  220       7.511163076233e-10       1.177155578782e-13       1.816554917663e-12       2.326636855278e-15       1.137783481665e-12       2.525221494675e-13      -1.498419106652e-16 
  221       7.510867893450e-10       1.208880135807e-13       2.027350844822e-12       2.349491939762e-15       1.122185622938e-12       2.494518989298e-13      -1.063772222073e-16 
  222       7.509750297172e-10       1.242720141742e-13       2.239498559062e-12       2.372409658715e-15       1.106849251445e-12       2.464058553854e-13      -6.332545474106e-17 
  223       7.507810006396e-10       1.278728532747e-13       2.452898799515e-12       2.395387111483e-15       1.091759232823e-12       2.433813471635e-13      -2.070500797399e-17 
  224       7.505047137518e-10       1.316955214695e-13       2.667454767349e-12       2.418421456862e-15       1.076902446589e-12       2.403762081575e-13       2.146845238103e-17 
  225       7.501462779197e-10       1.357435975065e-13       2.883088216238e-12       2.441510294964e-15       1.062276805634e-12       2.373907984795e-13       6.319030629665e-17 
  226       7.497058458431e-10       1.400202861761e-13       3.099724348111e-12       2.464651308835e-15       1.047882793102e-12       2.344261098530e-13       1.044592092071e-16 
  227       7.491835959886e-10       1.445287723090e-13       3.317286646785e-12       2.487842141898e-15       1.033720568803e-12       2.314831183130e-13       1.452744450953e-16 
  228       7.485797328386e-10       1.492722201076e-13       3.535696865438e-12       2.511080397696e-15       1.019789964021e-12       2.285627837669e-13       1.856359365523e-16 
  229       7.478944871418e-10       1.542537724781e-13       3.754875014078e-12       2.534363639634e-15       1.006090476325e-12       2.256660495549e-13       2.255442548376e-16 
  230       7.471281161635e-10       1.594765503622e-13       3.974739347009e-12       2.557689390725e-15       9.926212643699e-13       2.227938420103e-13       2.650006299383e-16 
  231       7.462809039351e-10       1.649436520693e-13       4.195206350306e-12       2.581055133329e-15       9.793811427131e-13       2.199470700202e-13       3.040069606298e-16 
  232       7.453531615047e-10       1.706581526077e-13       4.416190729280e-12       2.604458308903e-15       9.663685766168e-13       2.171266245861e-13       3.425658245347e-16 
  233       7.443452271870e-10       1.766231030170e-13       4.637605395950e-12       2.627896317737e-15       9.535816768577e-13       2.143333783840e-13       3.806804881834e-16 
  234       7.432574668131e-10       1.828415296995e-13       4.859361456513e-12       2.651366518701e-15       9.410181945351e-13       2.115681853253e-13       4.183549170732e-16 
  235       7.420902739809e-10       1.893164337527e-13       5.081368198813e-12       2.674866228987e-15       9.286755158787e-13       2.088318801171e-13       4.555937857288e-16 
  236       7.408440703053e-10       1.960507903002e-13       5.303533079810e-12       2.698392723855e-15       9.165506570564e-13       2.061252778228e-13       4.924024877615e-16 
  237       7.395193056678e-10       2.030475478242e-13       5.525761713049e-12       2.721943236371e-15       9.046402589826e-13       2.034491734223e-13       5.287871459296e-16 
  238       7.381164584669e-10       2.103096274975e-13       5.747957856132e-12       2.745514957157e-15       8.929405821259e-13       2.008043413730e-13       5.647546221978e-16 
  239       7.366360358680e-10       2.178399225145e-13       5.970023398188e-12       2.769105034128e-15       8.814475013175e-13       1.981915351699e-13       6.003125277970e-16 
  240       7.350785740539e-10       2.256412974238e-13       6.191858347337e-12       2.792710572238e-15       8.701565005585e-13       1.956114869063e-13       6.354692332845e-16 
  241       7.334446384740e-10       2.337165874599e-13       6.413360818167e-12       2.816328633223e-15       8.590626678285e-13       1.930649068341e-13       6.702338786035e-16 
  242       7.317348240955e-10       2.420685978747e-13       6.634427019199e-12       2.839956235346e-15       8.481606898933e-13       1.905524829245e-13       7.046163831429e-16 
  243       7.299497556524e-10       2.507001032697e-13       6.854951240358e-12       2.863590353137e-15       8.374448471131e-13       1.880748804284e-13       7.386274557973e-16 
  244       7.280900878963e-10       2.596138469276e-13       7.074825840443e-12       2.887227917137e-15       8.269090082499e-13       1.856327414369e-13       7.722786050267e-16 
  245       7.261565058462e-10       2.688125401442e-13       7.293941234596e-12       2.910865813645e-15       8.165466252762e-13       1.832266844419e-13       8.055821489163e-16 
  246       7.241497250385e-10       2.782988615605e-13       7.512185881772e-12       2.934500884455e-15       8.063507281827e-13       1.808573038963e-13       8.385512252366e-16 
  247       7.220704917774e-10       2.880754564942e-13       7.729446272206e-12       2.958129926604e-15       7.963139197861e-13       1.785251697750e-13       8.711998015026e-16 
  248       7.199195833845e-10       2.981449362714e-13       7.945606914890e-12       2.981749692114e-15       7.864283705373e-13       1.762308271348e-13       9.035426850342e-16 
  249       7.176978084491e-10       3.085098775591e-13       8.160550325033e-12       3.005356887734e-15       7.766858133293e-13       1.739747956755e-13       9.355955330159e-16 
